"word","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100"
"così","-0.78969043","0.26472923","0.70463383","0.7305413","-0.34092408","0.56578845","0.47525588","0.113266595","-0.80541974","-0.404728","-1.1920128","-0.25179353","0.2246976","-0.3747338","0.25073543","-0.63706005","0.71169275","-0.71457714","-0.53683364","-0.22131811","-0.45019498","-0.13457978","-0.41079837","-0.18000206","0.3423393","0.891393","-0.8397451","0.5443347","-0.47305742","0.10985194","1.6806992","0.33878413","0.54791045","0.4420673","0.1878581","0.33933082","-0.27114382","0.00801116","-0.47884646","0.3858995","-0.255441","-1.256336","0.10216748","-0.030161694","-0.18010654","-1.3408741","-0.10123001","0.1790917","0.25209737","-1.0423275","1.6568223","-1.1682462","0.019244347","0.086496234","0.15848343","-1.402294","0.91355","-0.4350197","-0.5254596","-0.47304732","1.578795","-0.11713882","-0.2827372","-0.47877425","0.3304041","0.6069925","0.76090187","-0.5687781","0.5536415","-0.5733442","0.10914055","0.49370039","-0.3807071","0.8807311","-0.43690702","0.029799044","-1.0168343","-0.43803662","0.8976146","-0.25230348","-0.55308867","-0.524849","0.6474169","0.013624315","-1.3787425","-0.87893534","0.35207927","1.0898093","0.524623","0.664246","0.7003765","0.20148905","-0.3012941","1.0235108","-0.18841857","0.046960946","0.1988621","0.56786025","0.5092531","0.32425153"
"preso","1.8585013","1.3103821","0.87918645","-0.5251563","0.39315733","0.7585325","-1.4147015","-1.388907","-0.85107875","0.7007197","1.0149763","-0.4201796","-2.0984228","-0.012069644","0.43354154","-0.76603854","0.8518122","-0.43561321","-0.5759296","1.8155307","-1.4734542","-0.4174638","-0.17634128","0.34524754","-1.3236805","-1.015111","-1.1833528","-0.22524516","-0.46092844","-0.635074","0.86850274","0.44697672","0.48177677","0.6681881","0.08562016","-0.64001447","-0.8394717","0.938114","1.0173429","-0.44355166","0.26362285","0.8146533","-1.4789624","0.62034285","0.08573495","0.26203978","-0.52939045","-0.92640406","-0.53832716","1.8778377","-0.08740499","1.0367713","0.2082195","0.3314877","1.080049","-0.1453765","1.3925476","1.0934373","-0.8476093","-1.1444451","-0.33857813","-0.16679427","0.6191612","-0.76995325","2.3737552","-0.6817634","-0.23342562","-0.36885715","-0.57912314","0.10907211","-1.4850976","0.86607707","1.7926772","1.2653279","0.29869723","-1.7043692","-0.7208038","-0.83280295","0.95222646","-0.35856563","0.44428128","0.7379879","0.24606356","1.8603364","0.2096717","0.097088955","-0.77076983","0.5202836","2.0136638","0.94926274","-1.7368013","-0.2699327","-0.49996957","0.4978809","-0.07206555","-0.61599356","0.6156582","0.10568843","-0.1785596","-1.5120784"
"quando","-1.8495289","-1.0522542","-0.024403207","1.853893","-0.72923714","0.7120101","1.3200228","0.7607894","0.4260845","-0.37537035","-0.7780924","-0.52441895","0.5894809","-0.044940792","-1.1572087","0.50663114","1.394604","-0.03994907","0.8293336","-1.2956767","-0.10711567","-0.099845864","-0.4498439","-0.8373748","-0.2687375","0.7084527","0.91310906","-0.40775445","-1.46674","0.84045786","1.3995057","0.2824604","1.7465996","1.1457226","-0.25906068","0.1762272","0.8042008","-0.14363255","-1.26668","-0.41788772","-0.5285913","-1.198525","-0.28373617","-0.20104986","0.44450802","-1.8050947","-0.6512407","0.11894017","0.56938916","-1.3365262","1.6737926","-0.099720255","-0.7483282","-0.1647087","0.396921","-1.544282","0.14075471","1.0485841","0.066916786","-0.78671443","1.2381151","-0.4859582","-0.23046358","-0.91929513","-0.77501494","0.70965147","0.7118411","0.37730563","0.041969284","0.24596977","0.9700294","-0.29384938","-0.50751865","0.9809193","0.004978347","0.12983246","-0.6864335","-0.3194803","-0.3000904","-0.6427745","-0.011266596","-0.07386993","0.9669788","-0.16282561","-1.1641935","-1.3358557","1.2183357","0.6557793","0.3941894","0.5491486","1.2828884","0.6421332","0.2984078","-0.8811548","-0.0091351075","-0.040097702","-0.18773717","0.317238","1.3914841","0.8064306"
"carino","-0.02314101","0.002676858","0.45400542","-0.059050307","-0.6822596","0.87535566","0.73920643","0.14345717","0.30444616","2.379456","1.7014545","1.3547357","-0.5996381","0.33259708","-0.1604663","0.4479366","-1.3932925","-0.7747304","0.1450653","-0.89032507","0.44564572","-0.3672145","-0.34247863","1.4869937","0.07899709","0.017869947","1.2836999","-0.92066926","-1.7706016","-0.8115852","-1.9019399","1.2598997","-0.39966753","1.5452996","-0.252898","-0.52764946","-0.15657575","-0.015867759","0.70335186","0.061772805","0.23973805","1.4309657","1.5859238","-0.8563983","-0.16235316","-0.15116435","0.3750258","-0.5895567","0.21863703","-0.1598564","-0.22856462","1.6522341","2.2596524","-0.46060735","0.3751596","1.4038","-0.5521881","0.25969714","-0.14792041","-1.0844718","0.034102343","-0.68186873","1.5024725","-0.9192928","2.0236745","-1.3385586","-0.35366595","-0.06426611","-1.1015177","2.5337858","-1.0043241","-1.2236779","0.56418765","-0.17395638","0.42182696","-1.758673","0.0040381523","-0.4776988","0.241714","0.7804514","0.5193777","0.99596024","-1.1729339","-0.68963903","-0.1895169","0.8115077","-1.7375891","-0.47035596","0.56483984","-0.62988186","0.8109824","-1.7283837","-0.116977125","-1.5729089","-0.55511326","-0.34745684","0.8547538","-1.0543374","-0.4578802","-1.0690584"
"location","0.6510661","-0.8524743","0.7965393","-1.8103546","0.8780249","-0.8251536","0.24648573","-1.957951","0.17658769","1.1424323","0.3354607","1.3722975","1.0704461","-0.0166615","-0.64043313","-0.5839289","-0.79900426","-1.2868768","0.86312044","-0.3087939","-0.54487747","0.31458613","-0.6023496","0.4793879","0.5056933","-0.6354423","0.4146419","0.5660489","0.6833622","-0.86066484","-3.2845154","-0.77543724","-0.61283165","0.58871776","0.338886","-1.0179871","0.27533737","0.53487706","2.1108556","-0.14767714","0.15763727","0.66059417","2.0981212","0.7151374","-1.2790372","2.466324","-1.2542143","-0.27815178","-0.8936559","0.22180958","-1.3873389","-0.64162195","-1.4916562","-0.9074307","-1.7704997","2.659022","-0.5657016","0.47470573","0.5964363","0.92474204","-1.2059844","0.22318296","0.6613816","1.6302494","-0.3456714","-0.21786371","-0.38323006","0.42502403","-0.84692097","1.5591701","0.70160484","-0.32496753","-0.049016174","-0.8431555","-1.3060695","1.5766661","-0.03247209","0.21016671","-1.2489824","1.2837834","0.23324966","1.042513","-0.618211","0.10770765","1.9160981","-0.07261087","-0.95483565","-0.33018246","-1.0205891","0.23145223","1.5368773","0.10610695","0.08954257","-0.6557312","0.23010123","-1.3210574","-1.2068074","-0.12653263","-0.19409244","0.12148671"
"ogni","-1.5929918","-0.09242806","-1.9431683","1.433385","-0.40924218","-3.3848093","0.37079832","1.2241114","0.8688235","-0.06922405","-0.28099072","-0.022121796","1.0675551","-0.10106737","-0.5940716","0.08725703","0.121231996","-0.007149019","-0.79762584","-1.0156981","-3.2301998","0.43235365","1.0918334","-1.0211127","-0.3159364","0.693371","0.40746456","-1.327421","-1.5419978","1.1405519","1.1512797","0.511299","0.24916519","0.5663174","0.20502675","-0.74304634","-0.11630086","-1.8305395","0.121582724","-0.9958353","-0.36712888","1.7907556","-1.3790293","-0.48477843","-0.75991905","0.16542552","-0.63196194","0.024211137","1.1778302","-0.0507948","0.30246246","0.16245537","0.68419474","0.48701203","-1.0585068","0.42122343","-0.024750764","-0.22809121","0.90420526","0.928558","1.6182858","0.04468576","0.58404","-0.7071482","0.2639489","0.008368458","-0.78307086","-0.14027452","-0.15760933","-1.5086341","0.80439377","-0.15571442","-1.7793669","-0.05919715","2.4235642","1.1381269","-0.543577","0.048606597","0.19430022","2.255954","0.9568415","-1.1375598","1.2537968","0.64699185","-1.7666619","-0.7794849","1.4518254","-0.5303019","-0.9643808","-0.46296105","2.5307157","-0.3191048","-0.8447926","0.81671727","-0.73384774","-0.73132914","-1.0951854","2.357842","0.25678578","-0.22757557"
"euro","1.3557547","0.81445146","-0.5429163","2.1131375","1.0921086","0.062068753","-2.6024618","-2.2708328","-1.4086695","-0.42375097","-2.193973","1.4642612","-1.8826185","0.21347933","0.38698334","-2.7119021","0.9635657","1.1657277","-1.99434","1.8242755","-0.3080093","-1.3042915","1.7983098","0.21770978","0.033092074","-1.6318496","-0.7867873","-0.17454371","1.296363","2.9791932","2.068398","2.5141969","0.57557607","-0.7842257","-1.241954","1.2815801","-0.51547456","0.52729446","0.90059775","2.167133","0.89607537","-1.398341","-0.4929403","1.0087767","-0.1109142","0.058737967","-0.15815693","3.3619456","1.4998025","3.2929192","-0.8212026","1.3788818","-1.6692319","-0.9456757","-1.3751281","1.3598734","2.4961834","-0.21456987","-1.8940907","1.0455266","-1.026265","-1.2688376","-0.043438923","0.59734875","0.82817763","0.80705994","0.16859886","-0.5635839","1.6343608","2.4499903","-0.88323784","3.029019","0.24555439","3.753716","0.6965207","-0.8355597","-1.4572507","-0.68660253","0.8373106","-1.152188","-0.74815476","-1.2510086","1.854075","-0.4339797","-4.4299417","-1.1274636","1.0728743","1.1376915","0.082587935","1.3234444","-3.6307764","-0.87027836","0.8992143","3.594423","0.36077842","1.8918544","2.3823779","1.9863852","-1.7872273","1.1707242"
"media","1.9296012","0.61851525","0.27643743","0.63968194","-0.4546086","-0.40971303","-0.18375272","0.6361476","-0.33526078","-1.561809","1.2643","1.3770812","-1.9568244","0.7262546","-0.37212357","-0.7999095","-0.28247675","-0.03266445","-0.8652569","1.2880828","1.0582597","-1.43597","-0.0014450016","0.99460405","0.8712621","0.39880928","-0.09685399","-1.2223252","1.2180097","-0.09694952","0.08310107","0.29243043","-0.46505636","-0.3754395","0.5995898","-1.1402754","-0.57745963","-0.15612899","2.152361","1.5771533","0.87487215","-1.9108373","2.3096607","1.2019942","-0.18663329","-0.5168203","0.99636084","1.0337367","0.48661983","1.7720553","-2.8671372","0.8067377","0.24394679","-0.55417466","-1.6200299","1.4201233","-0.8826941","-1.4237067","-1.7925136","1.106749","-1.2219181","-0.9028715","0.011221576","0.9697471","1.0353224","-1.7136948","2.371376","-0.28863505","0.48733056","0.7291611","-1.343066","1.2483546","-0.43052152","1.9056059","-0.15371726","0.18615964","0.42868954","0.2498971","0.49128345","-0.1926209","0.9334264","-0.6701238","1.3463926","-0.6749394","-2.9306788","0.16533144","0.0037847958","-0.3603532","-1.1885333","1.293625","-0.25347054","0.22171919","0.21730877","1.1192069","0.027398478","-0.740163","0.4253307","-1.6293837","-1.3633199","0.84614545"
"cè","-1.2399101","-1.5221875","-0.14916557","1.8647112","-0.7400016","0.06950772","0.8444078","-0.03675594","-0.71797013","-0.049443297","0.4460306","-1.0034832","0.51161027","0.80641985","-0.47713116","1.3814619","1.6493653","0.29168785","0.92285806","-0.92125106","-0.201975","-1.0516633","0.58321273","-0.498677","-0.7143597","0.96789515","0.45007616","-0.4252697","-1.8681538","0.6948901","0.5825532","1.538904","0.31409788","0.97392607","-1.3191013","-1.3014824","0.7999216","0.39655304","-0.34626904","2.2608688","-0.95204836","-1.0825893","1.4505833","-0.92425895","-0.20067678","-0.62477183","-0.2884428","0.18741623","1.2239625","-0.75685686","-0.08680447","0.4866609","0.58647466","0.019101959","-0.69806856","-0.1585408","-0.66038054","0.43023452","-0.762413","-1.2622383","-0.52933645","1.0544975","-0.7302559","-1.3380136","-1.1720897","-0.4213424","1.3327578","-0.35675117","0.390508","1.89153","0.6499352","-0.03739501","-1.2083552","0.53184444","0.38554603","0.5413341","0.15165512","-0.99924666","-0.2380007","1.0536507","-1.1284237","-0.8979997","0.5293283","-1.4755534","-0.44685826","-0.33922926","0.07203511","-0.16887933","0.8937014","-0.2155955","0.24554212","-0.35341194","0.06766337","0.34496287","-0.67853785","-0.698466","0.9263528","0.21982384","0.7661715","-0.12731786"
"consigliato","0.24007228","-0.3035283","-0.6183549","-0.44076556","0.03224129","-0.7134642","-0.54022706","0.6423976","0.34929037","-0.4322907","-0.23927054","1.0738072","-0.29913735","-0.5990208","0.31803516","-0.66016835","-1.393018","0.10433601","-0.25687024","-0.11151445","1.2224346","-0.47583613","0.40974712","-0.0116145145","0.77068746","0.34332377","-0.3995838","-0.0037001725","-0.022603095","0.007582558","-0.88878596","-0.42190555","-1.2514504","-0.06504965","-0.263706","0.88100046","-0.5649673","0.06716566","-0.29453424","0.39516693","1.2325827","0.46112186","-0.6542095","0.38827538","-0.721123","0.5405003","0.7151499","0.10306103","0.49993458","0.33854428","-0.81702673","0.23330688","0.91674143","-0.21595764","-0.64902955","0.4070734","-0.12133831","-0.7456235","0.09269417","0.6762631","-0.26268926","0.0029596018","-0.07631723","-0.02132396","0.21374184","-0.503828","-0.36981127","0.121700116","0.27338794","-0.13210708","-0.8232481","0.058297787","0.800547","-1.0152254","-0.28404948","0.012568133","0.56762093","-0.0035322579","0.48381847","0.9580816","0.04806577","-1.4075965","-0.5927184","0.46096647","-0.18071651","0.16303836","-0.94106853","-0.35014722","-0.2879697","-0.28644085","0.61650693","-0.8024794","-0.077286616","0.52471626","0.6918408","0.34167773","0.9143417","0.38610694","-0.5617592","0.53884476"
"me","-0.7421989","0.6242245","0.73095477","0.8085249","-1.134131","0.12598428","-0.011812119","-0.047585312","-0.3717009","-1.6729332","0.09988371","-1.2536724","-0.762638","0.98830354","0.49442318","-0.04714181","0.3088222","-0.48138666","0.32108432","-0.2459662","-1.094356","0.21679616","-0.7850887","-0.50804216","0.42421418","0.25363","-0.46305007","-0.22375529","-1.4198921","0.5968345","2.3547409","1.0643065","1.334306","1.0144937","-0.36287388","-0.88060653","-0.0069989595","-0.12698345","0.23274916","0.5792795","-0.49137455","-1.3690462","0.33203748","0.13233215","0.73430634","-1.7365408","-0.24838032","0.26758283","0.2543834","-0.6073366","0.541688","-0.302304","-0.103916645","0.35427785","0.23969296","-0.3818043","0.56407243","-0.26558673","-0.8732438","-0.7312804","0.66834414","-0.66802394","0.101707496","-0.9540182","1.1349885","-0.23936677","0.64169234","-0.46193653","-0.8267405","-0.32358715","-0.26227838","0.72409475","0.55022866","1.6348959","0.08492658","0.48846304","-0.24109179","-0.06443818","0.45150003","-0.97808784","0.5541158","0.34397054","0.2758065","0.32607207","-1.7473582","-1.0970576","0.28746268","1.5721624","0.8359578","0.33051255","0.086565815","1.039871","-0.7958824","0.12364276","0.12065959","-1.019193","0.362172","-0.008732537","0.747056","-0.4038759"
"serata","0.7792183","-1.046184","0.5816273","-1.3443974","0.59731156","0.08870963","-1.6195196","-1.890048","0.9887921","0.22070873","0.18673523","0.77745163","1.5417717","-1.5620764","-0.33529046","-1.2582377","-0.7982256","-0.5985398","0.96616304","-0.4849253","-0.8615918","0.6062154","-0.83848304","0.610711","-0.40510812","0.5410256","0.10454027","1.8158054","0.6444207","-0.6045093","-1.5040414","-1.8505538","-0.14703502","0.8092913","1.6926237","0.008015622","-0.34860152","0.96895105","1.7147146","0.25435674","0.51677877","-0.7473979","-0.74905974","1.6041833","-0.3754304","0.85536253","-0.79397005","-0.21332984","-0.1453937","0.27161175","-1.0794972","0.21879935","-2.268919","-1.8528762","-0.19999674","1.4847287","-1.2796555","0.46601194","0.9932706","1.5433162","0.13236183","-0.6068415","-0.36196283","1.6733551","0.12447867","1.2564985","-0.057885192","0.8080479","-0.7808372","-0.43462828","0.89736927","0.6471298","0.5335072","-1.025702","-0.6730028","1.4588623","-0.94860643","-0.27731717","-0.45643902","-0.7415657","-0.05643566","0.48780414","0.7624529","-0.87872535","2.0745237","0.966621","-0.78194904","-0.003640753","-0.55184895","1.9659799","2.752496","-0.98292917","0.9880485","-0.34997135","0.3795225","-0.6951959","-0.297682","0.11212926","-1.4928762","0.6115771"
"essere","-1.1066821","-1.0992664","0.35583296","0.62357664","-0.3060557","-0.3270399","0.88509125","-0.4578571","-0.56118757","-0.30908203","-0.59676397","0.5211253","0.8440538","0.36552182","0.10330064","-0.10693054","0.68280065","-1.0799663","0.3309444","-0.7207847","-0.4810292","0.021739803","-0.7793629","-0.6878094","0.6834519","0.40674606","0.3902023","-0.10335984","-0.0017886714","0.63767415","0.70884734","0.65395695","1.0116844","0.07427216","0.20812541","-0.30896583","-0.5816339","-0.36871263","0.104580544","-0.05947035","-0.6962152","-1.5729291","1.4463763","0.07270231","0.6464076","-0.9607837","-0.8918924","-0.33728758","-0.015346364","-1.3951702","0.5640458","-0.53754944","-1.210494","-0.4596538","-0.49723074","-0.18710263","-0.5298293","-0.42317724","0.08193197","-0.30632722","0.70037884","0.08717174","0.18420969","-0.41436654","-0.3850095","0.017419692","0.65784293","-0.63781524","-0.16249628","0.022690982","1.0447569","0.7519783","-0.7524577","1.7695198","0.21138562","0.38815653","-0.6984296","0.28050318","-0.05976081","-0.92611384","-0.21607898","0.40386653","1.5368866","0.0058882735","-0.665815","-1.2600954","0.52469516","0.63672733","0.06487893","0.9812563","0.23600325","0.07908345","-0.19484243","0.3497525","-1.2929858","-0.9678788","-1.080992","-0.48470253","-0.17024118","0.33453834"
"può","-1.2967577","-2.5716794","-0.58155805","0.85316694","-0.6996969","-0.8437061","0.63558555","-1.0624427","-0.5791081","-0.8470369","0.41364905","-0.53689456","0.6749131","0.88029885","0.08411337","0.39178696","1.007608","0.12487002","0.7172074","-1.0785551","-0.6294124","-0.18230811","0.314734","-0.88588583","-0.8254009","1.0201987","-0.33409876","-0.013647736","-0.7401908","1.216878","0.9136556","0.9071714","0.9330091","0.5700097","-1.2348434","-1.3275003","-0.20806032","0.30197948","0.6704551","1.6939033","-0.548535","-1.2033707","1.0603666","-0.5890112","0.04638945","-0.75589466","-0.028354159","0.63692206","0.47875077","-0.41149625","-1.166859","0.13873874","-1.0879703","0.19961144","-0.3370804","1.9099486","-1.4491304","-0.015242869","-0.36881083","0.25354505","-0.74443495","0.92193973","-0.77436966","-0.11136027","-1.6923037","-0.38912535","0.71704745","-0.6282448","0.2431733","0.985474","0.8633254","0.53750736","-1.2835081","0.08474322","0.9853982","1.0716066","0.8318996","-0.31240934","-1.0492247","0.39899728","-0.4490048","-0.80031234","1.7900786","-1.6318396","-0.57831013","-0.57186604","-0.28167924","0.039239556","0.11261308","0.10024964","0.23380667","-0.6535293","0.33891517","0.2752528","-0.655155","-0.21563362","0.09080332","-0.24386293","-0.46314514","0.41741505"
"2","1.6019529","0.13116984","-0.046745967","1.3810936","1.716127","1.2564272","-1.9991057","-1.2747248","0.3082376","1.8500733","0.017697513","1.05357","-2.1872103","-0.035566263","-0.8609593","0.10000299","0.97960305","1.2551713","-1.3498694","1.2049735","0.17069814","-1.2502382","2.367565","0.24944964","-0.99903023","-0.69514626","-0.32949123","0.11866141","-0.033075403","0.09177081","1.4671961","0.7190043","1.9482244","1.633535","0.0051469775","2.42362","0.54522645","-0.27530897","2.1501336","0.72833526","0.49583822","-0.3115013","-1.741453","-0.070921965","-0.20232175","-0.7283025","-0.32334673","0.7596036","1.3194137","3.9983928","0.05180074","1.738957","-1.1720351","-0.7965667","1.1161197","-0.70075387","1.3718486","2.330983","-1.4083302","0.556199","-0.53358006","-1.1691705","-0.14230448","-0.023707747","1.1709719","-0.31639525","0.7620674","-1.0146049","0.8737062","1.9375443","-1.52203","0.79761094","0.3857732","1.5989164","0.006942817","-1.235814","-0.763497","-0.17956306","0.7508798","-0.8419677","-0.023246542","-0.37163398","-0.09839335","0.08509683","-1.4728445","1.2727648","-0.4958521","0.68914056","1.3072481","0.84508365","-1.7085934","-0.8392049","0.4721241","1.2571937","-0.7881978","2.48602","1.0942615","0.7377701","-1.4631048","0.8142007"
"qui","-0.70550805","-0.15691169","-0.47303486","0.6474044","-0.4030715","0.26343775","0.58519566","0.16812441","0.7320235","-0.5604239","-0.3789022","-1.6682662","-0.13562655","-0.035467684","-1.0761757","-0.04135879","0.20496637","0.023550201","0.12634124","-0.6899337","0.0029651036","0.31594095","-0.68054247","-0.3675424","-0.16411182","0.31181514","-0.0067405463","-0.034762267","-0.956638","0.84121364","0.15450975","-0.5823116","1.0609999","0.57325155","-0.26461422","-0.04948795","0.7029405","0.34360972","-0.45166135","-1.0947542","0.2524428","-0.062144384","-0.36721542","0.48170903","-0.4978196","-0.09530652","-0.40795997","0.88616294","0.90659916","0.05345766","1.3814536","-0.025117265","-0.24885027","0.9007092","0.89090997","-0.69275904","1.3500668","0.81771415","-0.21516682","-0.51194435","0.4229643","-0.19576517","-0.23217894","-0.8165387","0.016484395","-0.1508472","-0.53315955","-0.22424985","0.40801606","0.10041151","0.41406953","-0.027108604","-0.23504578","-0.025903864","-0.22301926","-0.5492974","0.6476139","-0.48620662","-0.06803585","-0.1320549","0.67085695","-0.11233635","-0.42788532","-0.2503461","-0.13847332","-0.99834585","0.5704815","0.68748766","-0.20496967","-0.53675056","0.7771985","1.2427518","-0.457777","-1.2464242","0.37526357","-0.12716234","-0.4984196","0.369404","1.0511643","-0.39230758"
"cosa","-0.87195545","0.19925362","0.9090362","1.7455523","-0.37898922","0.26543522","0.73733914","-1.3485258","-0.5950934","0.29034838","-0.87214065","-0.41191742","1.3080617","0.45611125","0.5190619","0.9510839","0.5979591","-1.0000005","0.62249017","0.21321352","-1.2977325","-0.3754694","-0.44166583","-0.011547321","0.050052304","0.5534453","0.3815109","0.027574545","-0.6941277","0.64272386","1.7592142","0.83415794","1.4612302","1.1308192","-0.22284165","-0.3759342","-0.033692636","-0.35040942","-0.12651943","0.6022278","-0.60003966","-1.8756516","1.1229432","-0.39700064","0.16193093","-2.078296","-0.5796705","0.075387396","-0.6439693","-1.4696263","1.5803939","-0.6310685","-1.0232726","-0.8059232","-0.11982076","-0.9401082","0.12170807","-0.064161874","-0.43732667","-0.9885137","0.6316977","0.77291167","-0.20104334","0.11904569","0.78340524","0.3303299","0.6754662","-0.5428449","0.63518673","0.38067627","0.32084656","0.8264056","-0.89852387","1.1637753","-0.09696983","0.9985064","-0.8918134","0.029684361","0.7638093","-0.68893754","-1.1477568","0.32389715","0.4203072","-0.46008965","-1.6836207","-1.218649","0.16202801","1.1713334","0.19291332","1.3130188","0.32994872","0.20673767","0.38356352","0.7345812","-0.747544","-0.4748398","-0.30535185","0.59850776","0.58973306","-0.17850362"
"buon","0.35920045","-2.2153318","-0.38305005","-1.5200436","0.9641449","-1.0799884","0.81619006","0.69705003","0.1680899","0.5559515","-0.5269369","1.2746255","-0.17388514","0.15245995","0.2127391","-1.6867319","0.3092589","1.005461","-0.06610385","-0.6858729","0.53662086","-0.47070217","0.6755669","-0.81931174","0.76171327","-0.43133083","-0.73741674","-0.40947545","0.12939228","0.7371059","-0.65037477","0.44243822","-0.35122123","-1.031024","-0.44831225","1.1934413","-1.0560789","0.83306366","0.05252342","-0.70063514","0.71339035","0.5566199","0.117129676","0.051331755","-0.5713964","0.4290328","-0.10721536","0.5655809","0.12705564","-0.22700697","-1.1716504","-0.7514252","-0.3050389","0.074653365","-1.2381046","1.1098664","0.22016343","-0.997014","-0.15225425","0.94404554","0.18509088","-0.36110565","0.026961429","1.0396086","0.071244694","-0.831352","-0.99038506","-0.21701549","0.6146233","0.8697252","-0.816289","-0.10039091","-0.23115815","0.6482107","0.43304926","-0.4850664","0.062752955","1.0082247","-0.2368829","-0.3458629","0.30839604","0.22732003","0.40512633","1.4859937","-0.8377501","-1.2977829","-0.16945559","-0.5305421","-0.067751355","0.26824754","-0.9026148","-1.1977625","-0.406179","0.17044757","-0.11208987","0.21421821","-1.1582621","-0.10448418","-0.025828876","0.7217565"
"piatto","-0.17903873","0.80492073","0.5073457","0.14598885","1.9095384","-1.040378","-0.5562817","-1.9443212","-1.0570768","1.4333245","0.4211814","-1.5570885","-1.0268555","0.9940785","1.1061152","1.1348382","2.8250723","-0.081752345","-0.28015548","1.4567171","-2.3521786","-0.93689924","-0.6931683","0.036237642","-0.32543632","0.31035584","-1.0979105","-1.2316372","-0.51498896","0.9780131","2.4034266","1.2719921","0.96251386","-1.1420494","-0.6143366","-0.7864036","-1.8134735","0.15397632","-0.5698735","-1.226981","-0.74707854","-0.4985034","-0.13517334","-0.541759","0.85745853","-0.98315185","-0.6226095","-0.91755015","-2.174988","0.20304541","1.2807432","-0.4942564","-1.5068127","0.045757417","0.17905027","-0.8640443","1.1195151","1.0645006","-0.28430766","-1.0664194","-0.20090283","0.59886104","-0.2381423","0.49312085","2.2093859","-1.4722306","-1.3170251","-0.53794014","0.5370565","-0.06329254","-0.16147622","1.2290924","-0.6483126","2.283846","1.5181454","-0.6521276","-0.5374224","1.2108911","0.14362885","-0.7308279","-0.31252706","1.4573816","1.2839556","1.7023575","-2.3609152","-1.1101342","0.954727","1.2284051","2.3283823","1.4027289","-2.8454685","-1.2475902","-0.020577278","2.1509435","-1.8686277","-0.60682976","-1.8773566","0.55484325","0.5281462","-1.7091949"
"rapporto","2.314442","0.08807941","-0.90534425","-1.4005902","1.4501946","-1.0536494","-0.8509974","0.3115112","0.17614909","-3.2388399","-1.6863233","-2.268252","-0.09454824","-0.49081185","0.33994257","-2.4260192","-0.48609734","0.8263715","-1.4654932","1.9261591","3.6557705","-1.5685748","0.576014","-0.77327436","3.6087968","0.28696984","0.25308767","0.4579826","2.149354","0.8002385","0.8691929","-0.8156741","-3.3605552","-1.7337865","1.2825278","-0.5687625","-1.359781","-1.0587577","-0.019773096","-2.8659606","-0.3741863","-0.45111427","-1.4366512","3.5197072","0.94623613","1.8890128","2.2027917","-0.27277574","1.8112998","1.7396411","-2.0916972","-2.0206494","-0.37322757","-1.9464012","-1.9603294","3.4323373","0.12442526","-3.408773","-0.29506367","3.7664847","-1.8614482","-0.5155972","-0.8862931","0.41395178","-2.5801468","-2.877853","-1.4112897","0.9600137","-0.75241846","-1.8217361","-0.023036106","0.46839437","1.133963","-1.4736706","-0.81393576","-0.06396901","0.42445663","0.36345622","1.6096349","-0.6166305","1.2244881","-1.0340229","2.5301378","1.8778421","-0.9755526","0.39141932","0.36104432","-0.19839966","-0.187323","-2.5233426","-1.1462414","-0.31297085","0.20513636","-0.037064653","1.7883457","1.941031","-0.34288132","1.4454536","0.25305834","-2.435592"
"antipasti","1.9441762","-0.88879424","-0.35166544","-1.0369786","2.7268863","-0.024889333","-0.09474342","-1.0546026","-0.84951216","1.4475969","1.1978964","-0.0009579724","-3.096362","-1.3693677","-0.86738557","0.20245649","1.2830762","-0.9293176","-2.035753","1.6932021","1.5520681","-1.9925895","-0.18604395","-0.9094952","0.011353499","0.65205437","-2.082871","-0.10394758","0.06870112","-1.2417119","-1.2250208","-1.0056691","0.22372076","0.3278741","-0.5766728","-0.022172756","-1.8524017","0.9597926","0.36869684","-0.6281495","-0.29147923","0.3572775","-1.6324469","-1.0577757","-1.9089847","1.2242193","-0.06308847","-0.44070804","-0.88322127","2.7216904","-0.017886903","0.58034986","-1.4865068","-0.117116526","1.2200171","-0.2200845","1.9064025","0.91846573","-0.2850407","1.2267814","-1.5127448","0.8733992","-0.072722815","-0.12845474","-0.019295309","-0.7083607","-0.3755353","-0.05115148","0.850358","2.1834383","-0.11985306","0.31570536","-1.3673493","0.6888062","0.15357508","-1.9147749","0.6183897","2.3108122","0.4146255","2.0716164","-0.4512464","0.6361692","-0.8582433","0.5433307","0.5298794","1.5786223","-0.40159127","1.5962361","1.2021204","0.19870754","-1.2400558","-1.1773696","-0.35877365","0.5457515","-3.6394298","2.2439797","-2.0056658","0.8805388","-1.1221905","-1.6613457"
